Mme/M,Députés,id,photo,Groupe,Ministre,Fonction,Partis,Précision,Téléphone / Portable,Mail,Départements,Circonscription,Tribune Le Monde signataires interdiction glyphosate,Co-signataires amendement Mathieu Oprhelin,1er scrutin Absent / Présent,Pour/Contre,2ème scrutin Absent / Présent,Pour/Contre,SCRUTIN ENVOYE SPECIAL
Mme,Aurore Bergé,omc_pa722046,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722046.jpg,La République en Marche,,,LREM,,01 40 63 95 09,aurore.berge@assemblee-nationale.fr,Yvelines,10,,,,,,,CONTRE
Mme,Nadia Hai,omc_pa722054,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722054.jpg,La République en Marche,,,LREM,,01 40 63 69 76,nadia.hai@assemblee-nationale.fr,Yvelines,11,,,,,,,
Mme,Florence Granjus,omc_pa722062,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722062.jpg,La République en Marche,,,LREM,,01 40 63 69 77,florence.granjus@assemblee-nationale.fr,Yvelines,12,,,,,,,CONTRE
M.,Pierre Henriet,omc_pa722070,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722070.jpg,La République en Marche,,,LREM,,01 40 63 04 12,pierre.henriet@assemblee-nationale.fr,Vendée,5,,,,,PRESENT,POUR,
M.,Jacques Savatier,omc_pa722078,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722078.jpg,La République en Marche,,,LREM,,01 40 63 67 67,savatier.jacques@laposte.net  jacques.savatier@assemblee-nationale.fr,Vienne,1,,,,,,,
M.,Adrien Taquet,omc_pa722086,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722086.jpg,La République en Marche,,,LREM,,01 40 63 94 04,adrien.taquet@assemblee-nationale.fr,Hauts-de-Seine,2,,,,,,,
Mme,Christine Hennion,omc_pa722094,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722094.jpg,La République en Marche,,,LREM,,01 40 63 67 59,christine.hennion@assemblee-nationale.fr,Hauts-de-Seine,3,SIGNATAIRE,,Présent,Contre,,,
Mme,Annie Vidal,omc_pa722102,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722102.jpg,La République en Marche,,,LREM,,01 40 63 69 84,annie.vidal@assemblee-nationale.fr,Seine-Maritime,2,,,,,,,
M.,Hubert Wulfranc,omc_pa722110,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722110.jpg,Gauche démocrate et républicaine,,,PCF,,01 40 63 02 11,hubert.wulfranc@laposte.net  hubert.wulfranc@assemblee-nationale.fr,Seine-Maritime,3,,,,,,,POUR
Mme,Sira Sylla,omc_pa722118,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722118.jpg,La République en Marche,,,LREM,,01 40 63 69 85,sira.sylla@assemblee-nationale.fr,Seine-Maritime,4,,SIGNATAIRE,,,,,
M.,Guillaume Chiche,omc_pa722126,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722126.jpg,La République en Marche,,,LREM,,01 40 63 67 58,guillaume.chiche@assemblee-nationale.fr,Deux-Sèvres,1,,,,,,,
M.,Jean-Marie Fiévet,omc_pa722134,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722134.jpg,La République en Marche,,,LREM,,01 40 63 73 59,jean-marie.fievet@assemblee-nationale.fr,Deux-Sèvres,3,,SIGNATAIRE,Présent,Contre,,,CONTRE
M.,François Ruffin,omc_pa722142,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722142.jpg,La France insoumise,,,LFI,,01 40 63 71 06,francois.ruffin@assemblee-nationale.fr,Somme,1,,,,,PRESENT,POUR,POUR
M.,Sacha Houlié,omc_pa722150,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722150.jpg,La République en Marche,,,LREM,,01 40 63 51 82,sacha.houlie@assemblee-nationale.fr,Vienne,2,,,,,,,
M.,Nicolas Turquois,omc_pa722162,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722162.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 06 03,nicolas.turquois@assemblee-nationale.fr  nicolas.turquois@gmail.com,Vienne,4,,,Présent,Contre,PRESENT,CONTRE,CONTRE
Mme,Sophie Beaudouin-Hubiere,omc_pa722170,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722170.jpg,La République en Marche,,,LREM,,01 40 63 66 92,sophie.beaudouin-hubiere@en-marche.fr  sophie.beaudouin-hubiere@assemblee-nationale.fr,Haute-Vienne,1,,,,,PRESENT,CONTRE,CONTRE
M.,Jacques Maire,omc_pa722178,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722178.jpg,La République en Marche,,,LREM,,01 40 63 48 08,jacques.maire@assemblee-nationale.fr,Hauts-de-Seine,8,,,,,,,
Mme,Florence Provendier,omc_pa722194,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722194.jpg,La République en Marche,Gabriel Attal,,LREM,,01 40 63 62 26,gabriel.attal@assemblee-nationale.fr,Hauts-de-Seine,10,SIGNATAIRE,SIGNATAIRE,,,PRESENT,CONTRE,
M.,Sébastien Jumel,omc_pa722202,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722202.jpg,Gauche démocrate et républicaine,,,PCF,,01 40 63 02 10,sebastien.jumel@assemblee-nationale.fr,Seine-Maritime,6,,,Présent,Contre,,,POUR
M.,Jean-Claude Leclabart,omc_pa722228,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722228.jpg,La République en Marche,,,LREM,,01 40 63 60 33,jean-claude.leclabart@assemblee-nationale.fr,Somme,4,,,Présent,Contre,PRESENT,CONTRE,CONTRE
M.,Jean-Baptiste Djebbari,omc_pa722236,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722236.jpg,La République en Marche,,,LREM,,01 40 63 66 93,jean-baptiste.djebbari@assemblee-nationale.fr,Haute-Vienne,2,,,,,,,
Mme,Marie-Ange Magne,omc_pa722244,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722244.jpg,La République en Marche,,,LREM,,01 40 63 96 62,marie-ange.magne@assemblee-nationale.fr,Haute-Vienne,3,,SIGNATAIRE,,,,,
Mme,Marie-Pierre Rixain,omc_pa722252,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722252.jpg,La République en Marche,,,LREM,,01 40 63 65 60,marie-pierre.rixain@assemblee-nationale.fr,Essonne,4,,,,,,,CONTRE
M.,Cédric Villani,omc_pa722260,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722260.jpg,La République en Marche,,,LREM,,01 40 63 68 67,cedric.villani@assemblee-nationale.fr,Essonne,5,,,,,,,CONTRE
Mme,Martine Wonner,omc_pa722268,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722268.jpg,La République en Marche,,,LREM,,01 40 63 03 10,martine.wonner@assemblee-nationale.fr,Bas-Rhin,4,,SIGNATAIRE,Présent,Pour,,,POUR
M.,Bruno Fuchs,omc_pa722284,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722284.jpg,Mouvement Démocrate et apparentés,,,MODEM ,Apparenté au,01 40 63 67 43,bruno.fuchs@assemblee-nationale.fr,Haut-Rhin,6,,,,,,,
M.,Thomas Rudigoz,omc_pa722292,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722292.jpg,La République en Marche,,,LREM,,01 40 63 67 63,thomas.rudigoz@assemblee-nationale.fr  trudigoz2017@gmail.com,Rhône,1,,,,,,,NE VEUT PAS REPONDRE ( PAS LE TEMPS)
Mme,Anissa Khedher,omc_pa722300,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722300.jpg,La République en Marche,,,LREM,,PAS DE TEL,anissa.khedher@assemblee-nationale.fr,Rhône,7,,,,,,,
Mme,Barbara Bessot Ballot,omc_pa722312,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722312.jpg,La République en Marche,,,LREM,,01 40 63 66 04,barbara.bessotballot@assemblee-nationale.fr,Haute-Saône,1,,,Présent,Contre,,,NE VEUT PAS REPONDRE
M.,Christophe Lejeune,omc_pa722320,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722320.jpg,La République en Marche,,,LREM,,01 40 63 74 03,christophe.lejeune@assemblee-nationale.fr,Haute-Saône,2,,,,,,,
M.,Vincent Thiébaut,omc_pa722336,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722336.jpg,La République en Marche,,,LREM,,01 40 63 93 04,vincent.thiebaut@assemblee-nationale.fr,Bas-Rhin,9,,SIGNATAIRE,,,,,
M.,Hubert Julien-Laferrière,omc_pa722344,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722344.jpg,La République en Marche,,,LREM,,01 40 63 67 64,hubert.julien-laferriere@assemblee-nationale.fr,Rhône,2,SIGNATAIRE,SIGNATAIRE,,,PRSENT,POUR,POUR
M.,Thomas Gassilloud,omc_pa722358,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722358.jpg,La République en Marche,,,LREM,,01 40 63 31 10,thomas.gassilloud@assemblee-nationale.fr,Rhône,10,,,,,,,CONTRE
M.,Jean-Luc Fugit,omc_pa722366,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722366.jpg,La République en Marche,,,LREM,,01 40 63 67 66,jean-luc.fugit@assemblee-nationale.fr,Rhône,11,SIGNATAIRE,SIGNATAIRE,Présent,Pour,PRESENT,CONTRE,NE SOUHAITE PAS REPONDRE
M.,Cyrille Isaac-Sibille,omc_pa722374,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722374.jpg,Mouvement Démocrate et apparentés,,,MODEM,,01 40 63 06 02,cyrille.isaac-sibille@assemblee-nationale.fr,Rhône,12,,,,,,,CONTRE
M.,Benjamin Dirx,omc_pa722382,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722382.jpg,La République en Marche,,,LREM,,01 40 63 76 48,benjamin.dirx@assemblee-nationale.fr,Saône-et-Loire,1,,,,,,,
Mme,Josiane Corneloup,omc_pa722390,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722390.jpg,Les Républicains,,,LR,,01 40 63 67 98,josiane.corneloup@assemblee-nationale.fr,Saône-et-Loire,2,,,,,,,
M.,Rémy Rebeyrotte,omc_pa722398,http://www2.assemblee-nationale.fr/static/tribun/15/photos/722398.jpg,La République en Marche,,,LREM,,01 40 63 76 51,remy.rebeyrotte@assemblee-nationale.fr,Saône-et-Loire,3,,,Présent,Contre,,,CONTRE
Mme,Ramlati Ali,omc_pa724827,http://www2.assemblee-nationale.fr/static/tribun/15/photos/724827.jpg,La République en Marche,,,LREM,,Pas de Tel,ramlati.ali@assemblee-nationale.fr  drramlatiali@yahoo.fr,Mayotte,1,,SIGNATAIRE,,,,,
M.,Gilles Carrez,omc_pa746,http://www2.assemblee-nationale.fr/static/tribun/15/photos/746.jpg,Les Républicains,,,LR,,01 40 63 67 91,gilles.carrez@assemblee-nationale.fr,Val-de-Marne,5,,,,,,,
M.,Antoine Savignat,omc_pa748954,http://www2.assemblee-nationale.fr/static/tribun/15/photos/748954.jpg,Les Républicains,,,LR,,01 34 43 34 43 ( Tel mairie pontoise),antoine.savignat@assemblee-nationale.fr,Val-d'Oise,1,,,,,,,
M.,Sylvain Brial,omc_pa755549,http://www2.assemblee-nationale.fr/static/tribun/15/photos/755549.jpg,Libertés et Territoires,,,NI,,00.681.72.30.86,sylvain.brial@assemblee-nationale.fr,Wallis-et-Futuna,1,,,,,,,POUR
M.,Jean-Luc Poudroux,omc_pa759192,http://www2.assemblee-nationale.fr/static/tribun/15/photos/759192.jpg,Les Républicains,,,,,,,La Réunion,7,,,,,,,
M.,Francis Chouat,omc_pa760658,http://www2.assemblee-nationale.fr/static/tribun/15/photos/760658.jpg,La République en Marche,Manuel Valls,,LREM,Apparenté au,01 40 63 66 00,manuel.valls@assemblee-nationale.fr,Essonne,1,,,,,,,
M.,Jacques Cattin,omc_pa767,http://www2.assemblee-nationale.fr/static/tribun/15/photos/767.jpg,Les Républicains,,,LR,,03 89 27 29 64,jacques.cattin@assemblee-nationale.fr,Haut-Rhin,2,,,,,,,
M.,Gérard Cherpion,omc_pa856,http://www2.assemblee-nationale.fr/static/tribun/15/photos/856.jpg,Les Républicains,,,LR,,01 40 63 72 81,gerard.cherpion@assemblee-nationale.fr,Vosges,2,,,,,,,
M.,François Cornut-Gentille,omc_pa923,http://www2.assemblee-nationale.fr/static/tribun/15/photos/923.jpg,Les Républicains,,,LR,,01 40 63 33 01,francois.cornut-gentille@assemblee-nationale.fr,Haute-Marne,2,,,,,,,
M.,Charles de Courson,omc_pa942,http://www2.assemblee-nationale.fr/static/tribun/15/photos/942.jpg,Libertés et Territoires,,,UNION DES DEMOCRATES RADICAUX ET LIBERAUX,,01 40 63 66 84,charles.de-courson@wanadoo.fr  charles.decourson@assemblee-nationale.fr,Marne,5,,,Présent,Contre,,,CONTRE
M.,Olivier Dassault,omc_pa998,http://www2.assemblee-nationale.fr/static/tribun/15/photos/998.jpg,Les Républicains,,,LR,,01 40 63 67 78 OU 01 40 63 67 75,olivier.dassault@assemblee-nationale.fr,Oise,1,,,,,,,
,,,,,,,,,,,,,,,,,,,TOTAL : 205
