reg,dep,com,insee,name,pop,half
Nouvelle-Aquitaine,40,189,40189,Monget,93,non
Auvergne-Rhône-Alpes,43,125,43125,Lubilhac,93,non
Occitanie,46,056,46056,Carayac,93,non
Occitanie,48,098,48098,Molezon,93,non
Grand Est,51,169,51169,Corbeil,93,non
Grand Est,51,222,51222,Éclaires,93,non
Grand Est,51,319,51319,Lenharrée,93,non
Grand Est,52,217,52217,Germainvilliers,93,non
Grand Est,52,526,52526,Villars-Santenoge,93,non
Grand Est,54,147,54147,Crion,93,non
Grand Est,55,468,55468,Samogneux,93,non
Grand Est,57,272,57272,Guermange,93,non
Grand Est,57,528,57528,Oron,93,non
Grand Est,57,691,57691,Valmunster,93,non
Hauts-de-France,62,342,62342,Fontaine-lès-Boulans,93,non
Auvergne-Rhône-Alpes,63,416,63416,Savennes,93,non
Nouvelle-Aquitaine,64,004,64004,Abitain,93,non
Nouvelle-Aquitaine,64,323,64323,Lasserre,93,non
Nouvelle-Aquitaine,64,432,64432,Ossas-Suhare,93,non
Occitanie,65,260,65260,Lapeyre,93,non
Occitanie,65,385,65385,Saint-Arroman,93,non
Occitanie,66,192,66192,Sauto,93,non
Bourgogne-Franche-Comté,70,406,70406,Percey-le-Grand,93,non
Bourgogne-Franche-Comté,70,501,70501,Thiénans,93,non
Bourgogne-Franche-Comté,71,037,71037,Bissy-sur-Fley,93,non
Pays de la Loire,72,102,72102,Courcival,93,non
Hauts-de-France,80,563,80563,Montigny-les-Jongleurs,93,non
Hauts-de-France,80,705,80705,Saint-Léger-lès-Authie,93,non
Hauts-de-France,80,787,80787,Vercourt,93,non
Hauts-de-France,80,829,80829,Y,93,non
Occitanie,81,169,81169,Missècle,93,non
Occitanie,81,214,81214,Puéchoursi,93,non
Bourgogne-Franche-Comté,89,385,89385,Sennevoy-le-Bas,93,non
Bourgogne-Franche-Comté,89,410,89410,Tharot,93,non
Hauts-de-France,02,225,02225,Courchamps,92,non
Hauts-de-France,02,354,02354,Grandrieux,92,non
Hauts-de-France,02,417,02417,Lempire,92,non
Grand Est,08,033,08033,Authe,92,non
Grand Est,08,196,08196,Grandchamp,92,non
Grand Est,08,201,08201,Gruyères,92,non
Grand Est,08,251,08251,Lépron-les-Vallées,92,non
Occitanie,09,250,09250,Roquefort-les-Cascades,92,non
Occitanie,11,424,11424,Villefort,92,non
Occitanie,12,019,12019,Balaguier-sur-Rance,92,non
Occitanie,12,179,12179,Peux-et-Couffouleux,92,non
Nouvelle-Aquitaine,17,096,17096,Chaunac,92,non
Corse,2B,306,2B306,Santa-Lucia-di-Mercurio,92,non
Bourgogne-Franche-Comté,21,160,21160,Chaume-lès-Baigneux,92,non
Bourgogne-Franche-Comté,21,524,21524,Riel-les-Eaux,92,non
Nouvelle-Aquitaine,24,113,24113,La Chapelle-Saint-Jean,92,non
Nouvelle-Aquitaine,24,541,24541,Soudat,92,non
Bourgogne-Franche-Comté,25,290,25290,La Grange,92,non
Bourgogne-Franche-Comté,25,384,25384,Mondon,92,non
Occitanie,31,415,31415,Peyrouzet,92,non
Bourgogne-Franche-Comté,39,100,39100,Champrougier,92,non
Auvergne-Rhône-Alpes,43,173,43173,Saint-Christophe-d'Allier,92,non
Normandie,50,028,50028,La Baleine,92,non
Grand Est,54,191,54191,Fenneviller,92,non
Grand Est,54,379,54379,Mont-l'Étroit,92,non
Grand Est,54,427,54427,Pierre-Percée,92,non
Grand Est,54,442,54442,Quevilloncourt,92,non
Grand Est,55,036,55036,Beauclair,92,non
Grand Est,55,220,55220,Grimaucourt-près-Sampigny,92,non
Grand Est,57,077,57077,Bezange-la-Petite,92,non
Bourgogne-Franche-Comté,58,186,58186,Murlin,92,non
Hauts-de-France,60,271,60271,Gerberoy,92,non
Normandie,61,080,61080,Chahains,92,non
Normandie,61,374,61374,Saint-Christophe-de-Chaulieu,92,non
Hauts-de-France,62,838,62838,Vaulx,92,non
Nouvelle-Aquitaine,64,048,64048,Arnos,92,non
Occitanie,66,155,66155,Py,92,non
Hauts-de-France,80,813,80813,Vraignes-lès-Hornoy,92,non
Occitanie,81,094,81094,Fraissines,92,non
Grand Est,88,045,88045,Beaufremont,92,non
Grand Est,88,137,88137,Dolaincourt,92,non
Grand Est,88,164,88164,Estrennes,92,non
Grand Est,88,338,88338,Ortoncourt,92,non
Grand Est,88,477,88477,Trampot,92,non
Auvergne-Rhône-Alpes,01,309,01309,Pouillat,91,non
Hauts-de-France,02,152,02152,Cerseuil,91,non
Hauts-de-France,02,442,02442,Loupeigne,91,non
Provence-Alpes-Côte d'Azur,05,159,05159,Saléon,91,non
Grand Est,08,192,08192,Givron,91,non
Grand Est,08,217,08217,Haulmé,91,non
Occitanie,09,126,09126,Freychenet,91,non
Grand Est,10,159,10159,Fralignes,91,non
Normandie,14,358,14358,Léaupartie,91,non
Nouvelle-Aquitaine,16,184,16184,Lichères,91,non
Nouvelle-Aquitaine,19,006,19006,Alleyrat,91,non
Nouvelle-Aquitaine,19,017,19017,Bassignac-le-Bas,91,non
Bourgogne-Franche-Comté,25,528,25528,Samson,91,non
Normandie,27,530,27530,Saint-Denis-d'Augerons,91,non
Occitanie,31,133,31133,Cazeaux-de-Larboust,91,non
Occitanie,31,306,31306,Lourde,91,non
Occitanie,31,404,31404,Oô,91,non
Occitanie,32,371,32371,Saint-Créac,91,non
Occitanie,32,387,32387,Saint-Loube,91,non
Nouvelle-Aquitaine,33,295,33295,Mouillac,91,non
Nouvelle-Aquitaine,33,409,33409,Saint-Genis-du-Bois,91,non
Bourgogne-Franche-Comté,39,267,39267,Ivory,91,non
Centre-Val de Loire,41,165,41165,Oigny,91,non
Auvergne-Rhône-Alpes,43,183,43183,Sainte-Eugénie-de-Villeneuve,91,non
Normandie,50,373,50373,Neuville-au-Plain,91,non
Grand Est,51,608,51608,Vernancourt,91,non
Grand Est,52,019,52019,Arnancourt,91,non
Grand Est,52,147,52147,Courcelles-en-Montagne,91,non
Grand Est,52,286,52286,Leurville,91,non
Grand Est,52,287,52287,Levécourt,91,non
Grand Est,54,248,54248,Hamonville,91,non
Grand Est,54,398,54398,Neuviller-lès-Badonviller,91,non
Grand Est,57,401,57401,Lidrezing,91,non
Bourgogne-Franche-Comté,58,084,58084,Corvol-d'Embernard,91,non
Hauts-de-France,62,129,62129,Biefvillers-lès-Bapaume,91,non
Bourgogne-Franche-Comté,70,159,70159,Cognières,91,non
Bourgogne-Franche-Comté,71,128,71128,Chiddes,91,non
Hauts-de-France,80,574,80574,Mouflers,91,non
Grand Est,88,255,88255,Jubainville,91,non
Grand Est,88,283,88283,Malaincourt,91,non
Grand Est,88,398,88398,Les Rouges-Eaux,91,non
Bourgogne-Franche-Comté,89,081,89081,La Chapelle-Vaupelteigne,91,non
Bourgogne-Franche-Comté,89,211,89211,Junay,91,non
Hauts-de-France,02,181,02181,Chéry-lès-Rozoy,90,non
Hauts-de-France,02,828,02828,Vregny,90,non
Provence-Alpes-Côte d'Azur,05,088,05088,Montmorin,90,non
Provence-Alpes-Côte d'Azur,05,102,05102,La Piarre,90,non
Occitanie,09,110,09110,Encourtiech,90,non
Occitanie,09,316,09316,Troye-d'Ariège,90,non
Occitanie,11,044,11044,Bouisse,90,non
Occitanie,11,314,11314,Rieux-en-Val,90,non
Normandie,14,533,14533,Repentigny,90,non
Auvergne-Rhône-Alpes,15,020,15020,Beaulieu,90,non
Nouvelle-Aquitaine,17,049,17049,Blanzay-sur-Boutonne,90,non
Corse,2A,022,2A022,Arro,90,non
Corse,2A,266,2A266,Salice,90,non
Corse,2B,069,2B069,Casabianca,90,non
Bourgogne-Franche-Comté,21,151,21151,Chassey,90,non
Bourgogne-Franche-Comté,21,477,21477,Panges,90,non
Bourgogne-Franche-Comté,21,625,21625,Ternant,90,non
Bourgogne-Franche-Comté,21,690,21690,Villeberny,90,non
Bourgogne-Franche-Comté,25,017,25017,Amondans,90,non
Bourgogne-Franche-Comté,25,117,25117,Champoux,90,non
Bourgogne-Franche-Comté,25,500,25500,Ronchaux,90,non
Bourgogne-Franche-Comté,25,590,25590,Vaudrivillers,90,non
Occitanie,31,333,31333,Mauvezin,90,non
Occitanie,31,337,31337,Melles,90,non
Occitanie,31,353,31353,Monès,90,non
Occitanie,31,408,31408,Payssous,90,non
Occitanie,31,437,31437,Pouze,90,non
Occitanie,32,015,32015,Aujan-Mournède,90,non
Occitanie,32,086,32086,Castex,90,non
Occitanie,32,294,32294,Mourède,90,non
Occitanie,32,392,32392,Saint-Martin-Gimois,90,non
Centre-Val de Loire,36,075,36075,Fontenay,90,non
Bourgogne-Franche-Comté,39,548,39548,Vaux-sur-Poligny,90,non
Bourgogne-Franche-Comté,39,556,39556,Vertamboz,90,non
Bourgogne-Franche-Comté,39,565,39565,Villeneuve-d'Aval,90,non
Occitanie,46,230,46230,Puyjourdes,90,non
Nouvelle-Aquitaine,47,245,47245,Saint-Géraud,90,non
Occitanie,48,037,48037,Chadenet,90,non
Grand Est,51,512,51512,Saint-Quentin-sur-Coole,90,non
Grand Est,52,051,52051,Bize,90,non
Grand Est,54,458,54458,Repaix,90,non
Grand Est,55,439,55439,Ronvaux,90,non
Hauts-de-France,62,822,62822,Tollent,90,non
Occitanie,65,209,65209,Grézian,90,non
Hauts-de-France,80,575,80575,Mouflières,90,non
Hauts-de-France,80,819,80819,Wargnies,90,non
Bourgogne-Franche-Comté,89,032,89032,Beauvilliers,90,non
Auvergne-Rhône-Alpes,01,051,01051,Bolozon,89,non
Hauts-de-France,02,284,02284,Erloy,89,non
Hauts-de-France,02,747,02747,Trefcon,89,non
Provence-Alpes-Côte d'Azur,04,095,04095,L'Hospitalet,89,non
Auvergne-Rhône-Alpes,07,206,07206,Saint-Alban-en-Montagne,89,non
Grand Est,08,421,08421,Signy-Montlibert,89,non
Occitanie,09,136,09136,Gourbit,89,non
Occitanie,09,139,09139,L'Hospitalet-près-l'Andorre,89,non
Grand Est,10,180,10180,Joncreuil,89,non
Occitanie,11,249,11249,Montjardin,89,non
Normandie,14,223,14223,Le Détroit,89,non
Bourgogne-Franche-Comté,21,299,21299,Gissey-sous-Flavigny,89,non
Bourgogne-Franche-Comté,21,326,21326,Jours-lès-Baigneux,89,non
Bourgogne-Franche-Comté,21,504,21504,Prâlon,89,non
Bourgogne-Franche-Comté,21,514,21514,Quemigny-sur-Seine,89,non
Bourgogne-Franche-Comté,21,601,21601,Semezanges,89,non
Nouvelle-Aquitaine,23,098,23098,Jalesches,89,non
Bourgogne-Franche-Comté,25,211,25211,Échevannes,89,non
Centre-Val de Loire,36,020,36020,Bonneuil,89,non
Auvergne-Rhône-Alpes,38,036,38036,Beauvoir-en-Royans,89,non
Auvergne-Rhône-Alpes,38,322,38322,Presles,89,non
Bourgogne-Franche-Comté,39,070,39070,Bourg-de-Sirod,89,non
Bourgogne-Franche-Comté,39,454,39454,Recanoz,89,non
Nouvelle-Aquitaine,40,148,40148,Lauret,89,non
Centre-Val de Loire,41,215,41215,Saint-Jacques-des-Guérets,89,non
Centre-Val de Loire,45,287,45287,Saint-Loup-de-Gonois,89,non
Occitanie,48,157,48157,Sainte-Hélène,89,non
Normandie,50,357,50357,Morigny,89,non
Grand Est,52,376,52376,Pansey,89,non
Grand Est,54,325,54325,Loromontzey,89,non
Grand Est,54,479,54479,Saint-Mard,89,non
Grand Est,55,118,55118,Cléry-le-Grand,89,non
Grand Est,55,133,55133,Couvertpuis,89,non
Grand Est,57,174,57174,Destry,89,non
Grand Est,57,755,57755,Xocourt,89,non
Hauts-de-France,59,186,59186,Eccles,89,non
Hauts-de-France,62,577,62577,Monchel-sur-Canche,89,non
Occitanie,65,416,65416,Seich,89,non
Occitanie,65,431,65431,Sost,89,non
Grand Est,67,199,67199,Hinsingen,89,non
Bourgogne-Franche-Comté,70,148,70148,Chemilly,89,non
Bourgogne-Franche-Comté,71,280,71280,Marly-sous-Issy,89,non
Bourgogne-Franche-Comté,71,381,71381,Sailly,89,non
Bourgogne-Franche-Comté,71,451,71451,Saint-Martin-de-Lixy,89,non
Bourgogne-Franche-Comté,71,478,71478,Saint-Romain-sous-Versigny,89,non
Pays de la Loire,72,018,72018,Avesnes-en-Saosnois,89,non
Normandie,76,218,76218,Doudeauville,89,non
Hauts-de-France,80,356,80356,Fresnoy-Andainville,89,non
Occitanie,81,095,81095,Frausseilles,89,non
Grand Est,88,036,88036,Barville,89,non
Grand Est,88,532,88532,Zincourt,89,non
Bourgogne-Franche-Comté,89,012,89012,Annoux,89,non
Bourgogne-Franche-Comté,89,244,89244,Marmeaux,89,non
Hauts-de-France,02,036,02036,Augy,88,non
Hauts-de-France,02,654,02654,Romery,88,non
Hauts-de-France,02,796,02796,Vichel-Nanteuil,88,non
Provence-Alpes-Côte d'Azur,04,224,04224,Ubraye,88,non
Provence-Alpes-Côte d'Azur,04,043,04043,Val-de-Chalvagne,88,non
Grand Est,08,204,08204,Guincourt,88,non
Grand Est,08,269,08269,Malandry,88,non
Grand Est,08,411,08411,Semuy,88,non
Occitanie,11,326,11326,Rouffiac-des-Corbières,88,non
Nouvelle-Aquitaine,19,166,19166,Pierrefitte,88,non
Bourgogne-Franche-Comté,21,152,21152,Châteauneuf,88,non
Bourgogne-Franche-Comté,21,243,21243,Écutigny,88,non
Bourgogne-Franche-Comté,21,250,21250,Essarois,88,non
Bourgogne-Franche-Comté,21,664,21664,Verdonnet,88,non
Bourgogne-Franche-Comté,21,681,21681,Vieux-Château,88,non
Bourgogne-Franche-Comté,25,450,25450,Pessans,88,non
Centre-Val de Loire,28,067,28067,Cernay,88,non
Occitanie,32,048,32048,Betcave-Aguin,88,non
Occitanie,32,355,32355,Sadeillan,88,non
Occitanie,32,409,32409,Samaran,88,non
Auvergne-Rhône-Alpes,38,056,38056,Bressieux,88,non
Bourgogne-Franche-Comté,39,054,39054,Biefmorin,88,non
Bourgogne-Franche-Comté,39,119,39119,Le Chateley,88,non
Occitanie,48,191,48191,La Tieule,88,non
Grand Est,51,420,51420,Outrepont,88,non
Grand Est,52,025,52025,Audeloncourt,88,non
Grand Est,52,027,52027,Aujeurres,88,non
Grand Est,52,545,52545,Voisines,88,non
Grand Est,52,548,52548,Vraincourt,88,non
Grand Est,54,255,54255,Haudonville,88,non
Grand Est,55,089,55089,Burey-la-Côte,88,non
Grand Est,55,530,55530,Valbois,88,non
Grand Est,57,182,57182,Donjeux,88,non
Bourgogne-Franche-Comté,58,313,58313,Vitry-Laché,88,non
Hauts-de-France,60,571,60571,Saint-Deniscourt,88,non
Normandie,61,502,61502,Vidai,88,non
Nouvelle-Aquitaine,64,267,64267,Ibarrolle,88,non
Occitanie,65,241,65241,Laborde,88,non
Occitanie,65,361,65361,Peyrun,88,non
Occitanie,65,466,65466,Vielle-Louron,88,non
Bourgogne-Franche-Comté,71,043,71043,Les Bordes,88,non
Hauts-de-France,80,035,80035,Aubercourt,88,non
Hauts-de-France,80,487,80487,Longavesnes,88,non
Hauts-de-France,80,707,80707,Saint-Léger-sur-Bresle,88,non
Occitanie,81,166,81166,Milhavet,88,non
Grand Est,88,056,88056,Bettoncourt,88,non
Grand Est,88,227,88227,Hagnéville-et-Roncourt,88,non
Grand Est,88,389,88389,Repel,88,non
Auvergne-Rhône-Alpes,01,186,01186,Hostiaz,87,non
Hauts-de-France,02,021,02021,Archon,87,non
Hauts-de-France,02,526,02526,Morgny-en-Thiérache,87,non
Auvergne-Rhône-Alpes,03,222,03222,Saint-Caprais,87,non
Provence-Alpes-Côte d'Azur,05,167,05167,Sigottier,87,non
Auvergne-Rhône-Alpes,07,163,07163,Montselgues,87,non
Auvergne-Rhône-Alpes,07,226,07226,Saint-Clément,87,non
Grand Est,08,167,08167,La Férée,87,non
Occitanie,09,243,09243,Régat,87,non
Grand Est,10,200,10200,La Loge-aux-Chèvres,87,non
Grand Est,10,430,10430,Villiers-Herbisse,87,non
Occitanie,11,287,11287,Peyrolles,87,non
Occitanie,11,376,11376,La Serpent,87,non
Normandie,14,748,14748,Vieux-Bourg,87,non
Nouvelle-Aquitaine,17,473,17473,Villemorin,87,non
Centre-Val de Loire,18,024,18024,Beddes,87,non
Nouvelle-Aquitaine,19,206,19206,Saint-Germain-Lavolps,87,non
Bourgogne-Franche-Comté,21,364,21364,Magny-Lambert,87,non
Bourgogne-Franche-Comté,21,696,21696,Villeneuve-sous-Charigny,87,non
Bretagne,22,139,22139,Magoar,87,non
Nouvelle-Aquitaine,24,231,24231,Lavalade,87,non
Nouvelle-Aquitaine,24,393,24393,Sainte-Croix,87,non
Normandie,27,149,27149,La Chapelle-Hareng,87,non
Occitanie,31,593,31593,Cazac,87,non
Occitanie,32,229,32229,Mansempuy,87,non
Occitanie,32,327,32327,Pouy-Loubrin,87,non
Bourgogne-Franche-Comté,39,207,39207,Écrille,87,non
Grand Est,51,083,51083,Braux-Saint-Remy,87,non
Grand Est,51,520,51520,Saint-Utin,87,non
Grand Est,52,285,52285,Leuchey,87,non
Grand Est,54,058,54058,Béchamps,87,non
Grand Est,55,080,55080,Brixey-aux-Chanoines,87,non
Grand Est,55,430,55430,Ribeaucourt,87,non
Grand Est,55,446,55446,Rumont,87,non
Grand Est,57,112,57112,Brouck,87,non
Normandie,61,122,61122,Coulmer,87,non
Normandie,61,152,61152,Écorches,87,non
Normandie,61,488,61488,Touquettes,87,non
Auvergne-Rhône-Alpes,63,399,63399,Saint-Sulpice,87,non
Auvergne-Rhône-Alpes,63,436,63436,Tralaigues,87,non
Occitanie,65,103,65103,Bouilh-Péreuilh,87,non
Occitanie,65,463,65463,Viella,87,non
Occitanie,66,183,66183,Saint-Marsal,87,non
Bourgogne-Franche-Comté,70,049,70049,Barges,87,non
Bourgogne-Franche-Comté,70,293,70293,Lambrey,87,non
Bourgogne-Franche-Comté,71,163,71163,Curtil-sous-Buffières,87,non
Bourgogne-Franche-Comté,71,563,71563,Vaux-en-Pré,87,non
Pays de la Loire,72,355,72355,Thoiré-sous-Contensor,87,non
Hauts-de-France,80,203,80203,Colincamps,87,non
Hauts-de-France,80,565,80565,Montonvillers,87,non
Occitanie,81,207,81207,Peyregoux,87,non
Grand Est,88,023,88023,Avillers,87,non
Hauts-de-France,02,169,02169,Châtillon-lès-Sons,86,non
Provence-Alpes-Côte d'Azur,06,001,06001,Aiglun,86,non
Grand Est,08,147,08147,Dricourt,86,non
Grand Est,08,454,08454,Touligny,86,non
Occitanie,09,212,09212,Montseron,86,non
Occitanie,09,298,09298,Sorgeat,86,non
Occitanie,11,087,11087,Cazalrenoux,86,non
Occitanie,11,092,11092,Citou,86,non
Occitanie,11,180,11180,Labastide-Esparbairenque,86,non
Occitanie,11,239,11239,Montauriol,86,non
Nouvelle-Aquitaine,16,389,16389,Turgon,86,non
Corse,2A,310,2A310,Santa-Maria-Figaniella,86,non
Corse,2B,180,2B180,Novella,86,non
Corse,2B,235,2B235,Pioggiola,86,non
Bourgogne-Franche-Comté,21,137,21137,Champ-d'Oiseau,86,non
Bourgogne-Franche-Comté,21,229,21229,Diancey,86,non
Bourgogne-Franche-Comté,21,252,21252,Étais,86,non
Bourgogne-Franche-Comté,21,286,21286,Frénois,86,non
Nouvelle-Aquitaine,23,157,23157,La Pouge,86,non
Nouvelle-Aquitaine,24,542,24542,Soulaures,86,non
Auvergne-Rhône-Alpes,26,026,26026,Barret-de-Lioure,86,non
Auvergne-Rhône-Alpes,26,046,26046,Bellecombe-Tarendol,86,non
Centre-Val de Loire,28,257,28257,Mondonville-Saint-Jean,86,non
Occitanie,31,047,31047,Bax,86,non
Occitanie,31,207,31207,Galié,86,non
Occitanie,31,226,31226,Gouzens,86,non
Occitanie,32,009,32009,Armous-et-Cau,86,non
Occitanie,32,260,32260,Monbardon,86,non
Occitanie,32,415,32415,Sarraguzan,86,non
Centre-Val de Loire,36,098,36098,Lizeray,86,non
Bourgogne-Franche-Comté,39,222,39222,Fay-en-Montagne,86,non
Bourgogne-Franche-Comté,39,381,39381,Les Nans,86,non
Bourgogne-Franche-Comté,39,575,39575,Le Villey,86,non
Grand Est,51,084,51084,Bréban,86,non
Grand Est,54,420,54420,Petit-Failly,86,non
Grand Est,54,530,54530,Tramont-Lassus,86,non
Grand Est,55,482,55482,Senoncourt-les-Maujouy,86,non
Grand Est,57,004,57004,Achain,86,non
Hauts-de-France,60,529,60529,Rémécourt,86,non
Hauts-de-France,62,722,62722,Rougefay,86,non
Auvergne-Rhône-Alpes,63,134,63134,Dauzat-sur-Vodable,86,non
Occitanie,65,110,65110,Bugard,86,non
Bourgogne-Franche-Comté,70,042,70042,Autrey-le-Vay,86,non
Bourgogne-Franche-Comté,71,017,71017,Ballore,86,non
Pays de la Loire,72,148,72148,Jauzé,86,non
Hauts-de-France,80,537,80537,Mesnil-Domqueur,86,non
Hauts-de-France,80,783,80783,Vaux-Marquenneville,86,non
Grand Est,88,013,88013,Aroffe,86,non
Grand Est,88,254,88254,Jorxey,86,non
Grand Est,88,296,88296,Médonville,86,non
Bourgogne-Franche-Comté,89,016,89016,Argentenay,86,non
Hauts-de-France,02,171,02171,Chaudardes,85,non
Hauts-de-France,02,696,02696,Saint-Thomas,85,non
Provence-Alpes-Côte d'Azur,04,091,04091,Ganagobie,85,non
Provence-Alpes-Côte d'Azur,04,154,04154,Pontis,85,non
Grand Est,08,029,08029,Auflance,85,non
Grand Est,08,259,08259,Longwé,85,non
Grand Est,08,307,08307,Montmeillant,85,non
Grand Est,08,398,08398,Sainte-Vaubourg,85,non
Occitanie,09,218,09218,Orgeix,85,non
Occitanie,09,294,09294,Sieuras,85,non
Grand Est,10,009,10009,Arrelles,85,non
Occitanie,11,184,11184,Lafage,85,non
Occitanie,11,321,11321,Roquefort-de-Sault,85,non
Nouvelle-Aquitaine,19,139,19139,Millevaches,85,non
Corse,2B,025,2B025,Avapessa,85,non
Bourgogne-Franche-Comté,21,372,21372,Maisey-le-Duc,85,non
Bourgogne-Franche-Comté,21,430,21430,Montigny-Saint-Barthélemy,85,non
Bourgogne-Franche-Comté,21,438,21438,Montmoyen,85,non
Bourgogne-Franche-Comté,25,089,25089,Bremondans,85,non
Bourgogne-Franche-Comté,25,182,25182,Cubry,85,non
Bourgogne-Franche-Comté,25,507,25507,Rouhe,85,non
Occitanie,31,326,31326,Massabrac,85,non
Bourgogne-Franche-Comté,39,085,39085,Cerniébaud,85,non
Bourgogne-Franche-Comté,39,337,39337,Molamboz,85,non
Bourgogne-Franche-Comté,39,386,39386,Neuvilley,85,non
Nouvelle-Aquitaine,40,008,40008,Argelouse,85,non
Auvergne-Rhône-Alpes,43,075,43075,Collat,85,non
Occitanie,46,323,46323,Ussel,85,non
Grand Est,51,127,51127,La Chapelle-Lasson,85,non
Grand Est,51,241,51241,Euvy,85,non
Grand Est,51,646,51646,Virginy,85,non
Grand Est,52,278,52278,Lavilleneuve-au-Roi,85,non
Grand Est,52,369,52369,Orquevaux,85,non
Grand Est,54,497,54497,Saxon-Sion,85,non
Grand Est,55,377,55377,Nepvant,85,non
Grand Est,57,558,57558,Puttigny,85,non
Grand Est,57,692,57692,Vannecourt,85,non
Normandie,61,286,61286,Montgaudry,85,non
Hauts-de-France,62,659,62659,Planques,85,non
Auvergne-Rhône-Alpes,63,064,63064,La Celle,85,non
Nouvelle-Aquitaine,64,464,64464,Ribarrouy,85,non
Occitanie,65,018,65018,Arbéost,85,non
Occitanie,65,144,65144,Cheust,85,non
Occitanie,65,411,65411,Sassis,85,non
Bourgogne-Franche-Comté,70,086,70086,Bourbévelle,85,non
Bourgogne-Franche-Comté,70,502,70502,Tincey-et-Pontrebeau,85,non
Hauts-de-France,80,125,80125,Boussicourt,85,non
Hauts-de-France,80,174,80174,Le Cardonnois,85,non
Hauts-de-France,80,587,80587,Neslette,85,non
Hauts-de-France,80,646,80646,Punchy,85,non
Provence-Alpes-Côte d'Azur,83,040,83040,Châteauvieux,85,non
Provence-Alpes-Côte d'Azur,04,175,04175,Sainte-Croix-à-Lauze,84,non
Provence-Alpes-Côte d'Azur,05,131,05131,Saint-Auban-d'Oze,84,non
Grand Est,08,246,08246,Landres-et-Saint-Georges,84,non
Grand Est,10,146,10146,Fay-lès-Marcilly,84,non
Grand Est,10,303,10303,Précy-Notre-Dame,84,non
Occitanie,11,278,11278,Pech-Luna,84,non
Occitanie,11,348,11348,Saint-Julien-de-Briola,84,non
Nouvelle-Aquitaine,19,021,19021,Bellechassagne,84,non
Nouvelle-Aquitaine,19,092,19092,Le Jardin,84,non
Corse,2B,264,2B264,Rusio,84,non
Bourgogne-Franche-Comté,21,040,21040,Avosnes,84,non
Nouvelle-Aquitaine,24,402,24402,Sainte-Eulalie-d'Eymet,84,non
Bourgogne-Franche-Comté,25,066,25066,Blussangeaux,84,non
